"ADM_RATE","CONTROL","net_cost","income_group"
0.6016,"Private",NA,"Q1"
0.3568,"Private",NA,"Q1"
0.5664,"Private",NA,"Q1"
0.7999,"Private",NA,"Q1"
0.6433,"Private",NA,"Q1"
0.4643,"Private",NA,"Q1"
0.7751,"Private",NA,"Q1"
0.8224,"Private",NA,"Q1"
0.6166,"Private",NA,"Q1"
0.6805,"Private",NA,"Q1"
0.3505,"Private",NA,"Q1"
0.7538,"Private",NA,"Q1"
0.6277,"Private",NA,"Q1"
0.5316,"Private",NA,"Q1"
0.5494,"Public",10520,"Q1"
0.7824,"Public",9140,"Q1"
0.5867,"Public",10592,"Q1"
0.7309,"Public",11459,"Q1"
0.5264,"Public",4857,"Q1"
0.5898,"Public",12715,"Q1"
0.5545,"Public",10032,"Q1"
0.4287,"Public",10159,"Q1"
0.5652,"Public",9181,"Q1"
0.3948,"Public",8585,"Q1"
0.5052,"Public",10367,"Q1"
0.4754,"Public",7570,"Q1"
0.4774,"Public",8389,"Q1"
0.4853,"Public",6976,"Q1"
0.4683,"Public",10428,"Q1"
0.5154,"Public",10078,"Q1"
0.4566,"Public",10168,"Q1"
0.4359,"Public",9002,"Q1"
0.5073,"Public",9046,"Q1"
0.4863,"Public",9951,"Q1"
0.6837,"Public",9222,"Q1"
0.3319,"Public",11661,"Q1"
0.5804,"Public",4495,"Q1"
0.4564,"Public",8392,"Q1"
0.8053,"Public",12936,"Q1"
0.6396,"Public",10707,"Q1"
0.4949,"Private",NA,"Q1"
0.5866,"Private",NA,"Q1"
0.9689,"Private",NA,"Q1"
0.3728,"Private",NA,"Q1"
0.8542,"Private",NA,"Q1"
0.2411,"Private",NA,"Q1"
0.6988,"Private",NA,"Q1"
0.2952,"Private",NA,"Q1"
0.8438,"Private",NA,"Q1"
0.8216,"Private",NA,"Q1"
0.6323,"Public",6845,"Q1"
0.6759,"Private",NA,"Q1"
0.3107,"Private",NA,"Q1"
0.6983,"Private",NA,"Q1"
0.4058,"Private",NA,"Q1"
0.6154,"Private",NA,"Q1"
0.2561,"Private",NA,"Q1"
0.1342,"Private",NA,"Q1"
0.6217,"Public",8583,"Q1"
0.5715,"Public",1144,"Q1"
0.5398,"Private",NA,"Q1"
0.5496,"Public",4826,"Q1"
0.4817,"Private",NA,"Q1"
0.7831,"Private",NA,"Q1"
0.6818,"Private",NA,"Q1"
0.6418,"Private",NA,"Q1"
0.3904,"Private",NA,"Q1"
0.3668,"Private",NA,"Q1"
0.6806,"Private",NA,"Q1"
0.7122,"Private",NA,"Q1"
0.4151,"Private",NA,"Q1"
0.6447,"Private",NA,"Q1"
0.6232,"Private",NA,"Q1"
0.6122,"Private",NA,"Q1"
0.5429,"Private",NA,"Q1"
0.4979,"Private",NA,"Q1"
0.6964,"Public",6743,"Q1"
0.6403,"Public",7134,"Q1"
0.2759,"Public",5729,"Q1"
0.6852,"Public",8375,"Q1"
0.6002,"Public",7392,"Q1"
0.5033,"Public",8699,"Q1"
0.4521,"Public",4878,"Q1"
0.5001,"Public",6456,"Q1"
0.4676,"Private",NA,"Q1"
0.5419,"Public",7958,"Q1"
0.7204,"Public",8153,"Q1"
0.9609,"Private",NA,"Q1"
0.4884,"Private",NA,"Q1"
0.7686,"Private",NA,"Q1"
0.6738,"Private",NA,"Q1"
0.5449,"Private",NA,"Q1"
0.6721,"Private",NA,"Q1"
0.352,"Private",NA,"Q1"
0.696,"Private",NA,"Q1"
0.793,"Private",NA,"Q1"
0.5565,"Public",7065,"Q1"
0.3766,"Public",8558,"Q1"
0.4868,"Public",8757,"Q1"
0.8307,"Private",NA,"Q1"
0.5662,"Public",8068,"Q1"
0.737,"Public",13479,"Q1"
0.841,"Public",10296,"Q1"
0.9649,"Public",15408,"Q1"
0.7705,"Public",10586,"Q1"
0.2548,"Private",NA,"Q1"
0.7438,"Private",NA,"Q1"
0.6396,"Private",NA,"Q1"
0.5308,"Private",NA,"Q1"
0.7247,"Public",14447,"Q1"
0.7409,"Public",19133,"Q1"
0.6075,"Public",13717,"Q1"
0.7604,"Private",NA,"Q1"
0.4188,"Private",NA,"Q1"
0.7401,"Private",NA,"Q1"
0.3328,"Public",10702,"Q1"
0.6398,"Private",NA,"Q1"
0.7325,"Public",15961,"Q1"
0.6825,"Private",NA,"Q1"
0.5475,"Private",NA,"Q1"
0.6287,"Public",14876,"Q1"
0.8551,"Private",NA,"Q1"
0.5297,"Private",NA,"Q1"
0.4597,"Private",NA,"Q1"
0.6832,"Private",NA,"Q1"
0.9265,"Public",11197,"Q1"
0.5736,"Private",NA,"Q1"
0.8334,"Private",NA,"Q1"
0.8302,"Public",15368,"Q1"
0.3838,"Private",NA,"Q1"
0.8514,"Private",NA,"Q1"
0.6932,"Private",NA,"Q1"
0.7179,"Private",NA,"Q1"
0.6387,"Private",NA,"Q1"
0.7429,"Private",NA,"Q1"
0.6676,"Public",16604,"Q1"
0.5421,"Private",NA,"Q1"
0.712,"Private",NA,"Q1"
0.6349,"Private",NA,"Q1"
0.8755,"Private",NA,"Q1"
0.7596,"Private",NA,"Q1"
0.9024,"Private",NA,"Q1"
0.3041,"Private",NA,"Q1"
0.494,"Private",NA,"Q1"
0.6785,"Private",NA,"Q1"
0.5553,"Public",10026,"Q1"
0.7295,"Public",13628,"Q1"
0.7533,"Private",NA,"Q1"
0.7374,"Private",NA,"Q1"
0.875,"Private",NA,"Q1"
0.7607,"Private",NA,"Q1"
0.3856,"Private",NA,"Q1"
0.9073,"Public",12687,"Q1"
0.5782,"Private",NA,"Q1"
0.7713,"Private",NA,"Q1"
0.4603,"Private",NA,"Q1"
0.8932,"Private",NA,"Q1"
0.5633,"Private",NA,"Q1"
0.6997,"Private",NA,"Q1"
0.8398,"Public",8572,"Q1"
0.9814,"Public",7329,"Q1"
0.4331,"Private",NA,"Q1"
0.7337,"Public",4811,"Q1"
0.598,"Public",3763,"Q1"
0.6321,"Private",NA,"Q1"
0.4767,"Public",9789,"Q1"
0.7602,"Public",9677,"Q1"
0.5646,"Private",NA,"Q1"
0.7198,"Private",NA,"Q1"
0.8044,"Public",13252,"Q1"
0.4354,"Private",NA,"Q1"
0.5445,"Public",10885,"Q1"
0.7992,"Public",6498,"Q1"
0.9026,"Public",7742,"Q1"
0.4059,"Private",NA,"Q1"
0.5592,"Private",NA,"Q1"
0.67,"Public",11709,"Q1"
0.1594,"Private",NA,"Q1"
0.7528,"Private",NA,"Q1"
0.6285,"Private",NA,"Q1"
0.9219,"Private",NA,"Q1"
0.538,"Private",NA,"Q1"
0.7135,"Public",10722,"Q1"
0.3053,"Private",NA,"Q1"
0.7894,"Public",13854,"Q1"
0.7417,"Public",11496,"Q1"
0.6474,"Private",NA,"Q1"
0.8619,"Private",NA,"Q1"
0.6117,"Public",11306,"Q1"
0.668,"Private",NA,"Q1"
0.4853,"Private",NA,"Q1"
0.7304,"Public",10779,"Q1"
0.5274,"Private",NA,"Q1"
0.5784,"Private",NA,"Q1"
0.882,"Public",15105,"Q1"
0.6231,"Private",NA,"Q1"
0.6487,"Private",NA,"Q1"
0.758,"Private",NA,"Q1"
0.7762,"Private",NA,"Q1"
0.8576,"Private",NA,"Q1"
0.5969,"Private",NA,"Q1"
0.8856,"Public",14382,"Q1"
0.3992,"Private",NA,"Q1"
0.2951,"Private",NA,"Q1"
0.7428,"Private",NA,"Q1"
0.9269,"Public",14454,"Q1"
0.9522,"Private",NA,"Q1"
0.2549,"Private",NA,"Q1"
0.588,"Private",NA,"Q1"
0.6077,"Private",NA,"Q1"
0.5785,"Private",NA,"Q1"
0.9348,"Public",12933,"Q1"
0.0484,"Private",NA,"Q1"
0.6834,"Private",NA,"Q1"
0.4444,"Private",NA,"Q1"
0.815,"Private",NA,"Q1"
0.7409,"Private",NA,"Q1"
0.7844,"Public",12036,"Q1"
0.6409,"Private",NA,"Q1"
0.8735,"Public",12161,"Q1"
0.6957,"Private",NA,"Q1"
0.875,"Private",NA,"Q1"
0.3931,"Private",NA,"Q1"
0.8042,"Private",NA,"Q1"
0.6802,"Private",NA,"Q1"
0.4163,"Private",NA,"Q1"
0.6591,"Private",NA,"Q1"
0.6836,"Private",NA,"Q1"
0.2349,"Private",NA,"Q1"
0.7585,"Private",NA,"Q1"
0.7964,"Private",NA,"Q1"
0.9049,"Public",14707,"Q1"
0.7409,"Private",NA,"Q1"
0.7205,"Private",NA,"Q1"
0.7151,"Private",NA,"Q1"
0.8179,"Public",14850,"Q1"
0.5565,"Private",NA,"Q1"
0.8021,"Private",NA,"Q1"
0.3414,"Private",NA,"Q1"
0.5813,"Private",NA,"Q1"
0.6686,"Private",NA,"Q1"
0.3084,"Private",NA,"Q1"
0.6133,"Public",13141,"Q1"
0.8777,"Public",10624,"Q1"
0.625,"Private",NA,"Q1"
0.7162,"Private",NA,"Q1"
0.455,"Private",NA,"Q1"
0.9229,"Public",13597,"Q1"
0.713,"Private",NA,"Q1"
0.7536,"Private",NA,"Q1"
0.659,"Private",NA,"Q1"
0.7186,"Public",13434,"Q1"
0.6489,"Private",NA,"Q1"
0.5632,"Private",NA,"Q1"
0.7995,"Private",NA,"Q1"
0.6876,"Private",NA,"Q1"
0.4616,"Private",NA,"Q1"
0.5531,"Private",NA,"Q1"
0.7951,"Private",NA,"Q1"
0.8408,"Public",16838,"Q1"
0.8186,"Public",11295,"Q1"
0.8519,"Public",18193,"Q1"
0.8307,"Public",15966,"Q1"
0.7994,"Public",16046,"Q1"
0.7905,"Public",9539,"Q1"
0.8634,"Public",15531,"Q1"
0.542,"Public",19268,"Q1"
0.7774,"Public",9633,"Q1"
0.845,"Public",11360,"Q1"
0.8406,"Private",NA,"Q1"
0.3614,"Private",NA,"Q1"
0.1224,"Private",NA,"Q1"
0.6408,"Private",NA,"Q1"
0.7539,"Private",NA,"Q1"
0.5131,"Private",NA,"Q1"
0.5635,"Private",NA,"Q1"
0.8532,"Public",13450,"Q1"
0.9311,"Public",13471,"Q1"
0.9038,"Public",14018,"Q1"
0.5613,"Public",20132,"Q1"
0.7393,"Private",NA,"Q1"
0.281,"Private",NA,"Q1"
0.8051,"Private",NA,"Q1"
0.7606,"Private",NA,"Q1"
0.7873,"Private",NA,"Q1"
0.6875,"Private",NA,"Q1"
0.7503,"Private",NA,"Q1"
0.652,"Private",NA,"Q1"
0.8387,"Private",NA,"Q1"
0.8341,"Public",12369,"Q1"
0.6698,"Public",12489,"Q1"
0.8571,"Private",NA,"Q1"
0.7233,"Private",NA,"Q1"
0.1432,"Private",NA,"Q1"
0.3818,"Public",1948,"Q1"
0.7273,"Private",NA,"Q1"
0.6387,"Public",16759,"Q1"
0.6633,"Private",NA,"Q1"
0.7484,"Private",NA,"Q1"
0.489,"Private",NA,"Q1"
0.25,"Private",NA,"Q1"
0.3973,"Private",NA,"Q1"
0.7523,"Private",NA,"Q1"
0.5156,"Public",16581,"Q1"
0.1296,"Private",NA,"Q1"
0.7336,"Private",NA,"Q1"
0.6726,"Private",NA,"Q1"
0.7598,"Private",NA,"Q1"
0.7351,"Private",NA,"Q1"
0.0918,"Private",NA,"Q1"
0.7655,"Private",NA,"Q1"
0.7602,"Private",NA,"Q1"
0.5979,"Private",NA,"Q1"
0.6915,"Public",6016,"Q1"
0.7871,"Public",11660,"Q1"
0.2731,"Private",NA,"Q1"
0.8098,"Private",NA,"Q1"
0.6706,"Private",NA,"Q1"
0.6502,"Private",NA,"Q1"
0.6887,"Private",NA,"Q1"
0.937,"Private",NA,"Q1"
0.7031,"Public",11439,"Q1"
0.8041,"Public",11114,"Q1"
0.526,"Private",NA,"Q1"
0.5787,"Public",7815,"Q1"
0.5326,"Private",NA,"Q1"
0.6499,"Private",NA,"Q1"
0.5201,"Private",NA,"Q1"
0.5667,"Public",10478,"Q1"
0.6397,"Private",NA,"Q1"
0.4216,"Public",11285,"Q1"
0.5322,"Private",NA,"Q1"
0.5908,"Private",NA,"Q1"
0.5791,"Private",NA,"Q1"
0.66,"Private",NA,"Q1"
0.5122,"Public",8893,"Q1"
0.7304,"Public",11086,"Q1"
0.606,"Public",10048,"Q1"
0.888,"Public",8193,"Q1"
0.7313,"Public",12744,"Q1"
0.5456,"Public",6356,"Q1"
0.7404,"Public",12197,"Q1"
0.5079,"Public",17125,"Q1"
0.6422,"Public",10656,"Q1"
0.8812,"Private",NA,"Q1"
0.7225,"Public",13018,"Q1"
0.688,"Private",NA,"Q1"
0.6809,"Private",NA,"Q1"
0.8924,"Public",10478,"Q1"
0.8297,"Public",10734,"Q1"
0.9334,"Public",11371,"Q1"
0.8608,"Public",12403,"Q1"
0.919,"Public",12199,"Q1"
0.969,"Private",NA,"Q1"
0.8788,"Public",12172,"Q1"
0.8595,"Public",13508,"Q1"
0.463,"Private",NA,"Q1"
0.7987,"Private",NA,"Q1"
0.5103,"Private",NA,"Q1"
0.3762,"Private",NA,"Q1"
0.6657,"Private",NA,"Q1"
0.4745,"Private",NA,"Q1"
0.473,"Private",NA,"Q1"
0.527,"Private",NA,"Q1"
0.8649,"Public",12766,"Q1"
0.9203,"Private",NA,"Q1"
0.5464,"Private",NA,"Q1"
0.6377,"Private",NA,"Q1"
0.4916,"Private",NA,"Q1"
0.9165,"Private",NA,"Q1"
0.6995,"Private",NA,"Q1"
0.7259,"Private",NA,"Q1"
0.3978,"Private",NA,"Q1"
0.6841,"Public",9352,"Q1"
0.6996,"Public",6233,"Q1"
0.683,"Private",NA,"Q1"
0.4226,"Public",6320,"Q1"
0.5816,"Private",NA,"Q1"
0.5764,"Private",NA,"Q1"
0.9922,"Public",6610,"Q1"
0.6027,"Private",NA,"Q1"
0.3826,"Private",NA,"Q1"
0.7757,"Public",6654,"Q1"
0.7249,"Public",7908,"Q1"
0.7668,"Public",4279,"Q1"
0.9316,"Public",7873,"Q1"
0.7843,"Private",NA,"Q1"
0.772,"Private",NA,"Q1"
0.7225,"Private",NA,"Q1"
0.7412,"Private",NA,"Q1"
0.1274,"Private",NA,"Q1"
0.9974,"Public",3364,"Q1"
0.4894,"Private",NA,"Q1"
0.8049,"Public",9452,"Q1"
0.5861,"Private",NA,"Q1"
0.5747,"Private",NA,"Q1"
0.8065,"Private",NA,"Q1"
0.4685,"Private",NA,"Q1"
0.9258,"Public",12645,"Q1"
0.423,"Private",NA,"Q1"
0.5516,"Private",NA,"Q1"
0.9011,"Private",NA,"Q1"
0.7362,"Private",NA,"Q1"
0.6818,"Public",8229,"Q1"
0.3759,"Private",NA,"Q1"
0.7318,"Private",NA,"Q1"
0.9509,"Public",9772,"Q1"
0.5102,"Public",7557,"Q1"
0.5841,"Public",9643,"Q1"
0.5382,"Private",NA,"Q1"
0.9307,"Private",NA,"Q1"
0.7682,"Public",14576,"Q1"
0.4785,"Public",4728,"Q1"
0.4066,"Private",NA,"Q1"
0.9489,"Private",NA,"Q1"
0.8468,"Private",NA,"Q1"
0.5924,"Private",NA,"Q1"
0.7178,"Public",6078,"Q1"
0.5969,"Public",2551,"Q1"
0.2578,"Private",NA,"Q1"
0.6561,"Private",NA,"Q1"
0.6217,"Public",1117,"Q1"
0.4232,"Public",7829,"Q1"
0.1674,"Private",NA,"Q1"
0.7853,"Private",NA,"Q1"
0.7724,"Private",NA,"Q1"
0.6499,"Public",11096,"Q1"
0.9262,"Private",NA,"Q1"
0.5823,"Private",NA,"Q1"
0.507,"Private",NA,"Q1"
0.3486,"Private",NA,"Q1"
0.5217,"Private",NA,"Q1"
0.5687,"Public",16427,"Q1"
0.7508,"Public",9859,"Q1"
0.522,"Public",9121,"Q1"
0.5682,"Public",12247,"Q1"
0.881,"Public",8244,"Q1"
0.6947,"Public",3174,"Q1"
0.5998,"Public",11240,"Q1"
0.4019,"Public",7667,"Q1"
0.5857,"Public",8801,"Q1"
0.9981,"Public",5303,"Q1"
0.8203,"Public",7113,"Q1"
0.4739,"Private",NA,"Q1"
0.5087,"Private",NA,"Q1"
0.8401,"Public",5866,"Q1"
0.7327,"Public",8242,"Q1"
0.4503,"Public",18277,"Q1"
0.663,"Public",9468,"Q1"
0.2992,"Private",NA,"Q1"
0.8603,"Public",6975,"Q1"
0.6393,"Private",NA,"Q1"
0.9862,"Private",NA,"Q1"
0.7403,"Public",7426,"Q1"
0.4942,"Private",NA,"Q1"
0.3604,"Private",NA,"Q1"
0.5709,"Public",12314,"Q1"
0.9674,"Public",9895,"Q1"
0.8174,"Public",12299,"Q1"
0.7517,"Private",NA,"Q1"
0.9205,"Public",13473,"Q1"
0.7079,"Private",NA,"Q1"
0.9688,"Public",11231,"Q1"
0.9934,"Public",10833,"Q1"
0.1716,"Private",NA,"Q1"
0.6349,"Private",NA,"Q1"
0.7511,"Private",NA,"Q1"
0.8257,"Public",14557,"Q1"
0.7755,"Public",10994,"Q1"
0.5493,"Private",NA,"Q1"
0.3321,"Public",20724,"Q1"
0.8514,"Private",NA,"Q1"
0.5902,"Public",14675,"Q1"
0.4106,"Private",NA,"Q1"
0.6505,"Private",NA,"Q1"
0.7411,"Private",NA,"Q1"
0.6203,"Public",13249,"Q1"
0.5486,"Private",NA,"Q1"
0.3605,"Private",NA,"Q1"
0.6356,"Public",10480,"Q1"
0.2165,"Private",NA,"Q1"
0.8136,"Public",11853,"Q1"
0.6369,"Private",NA,"Q1"
0.8835,"Private",NA,"Q1"
0.8096,"Public",12720,"Q1"
0.8252,"Private",NA,"Q1"
0.6499,"Public",10139,"Q1"
0.7679,"Public",9852,"Q1"
0.7831,"Public",9789,"Q1"
0.637,"Private",NA,"Q1"
0.5572,"Public",8252,"Q1"
0.5714,"Private",NA,"Q1"
0.3116,"Private",NA,"Q1"
0.0385,"Private",NA,"Q1"
0.7281,"Private",NA,"Q1"
0.8456,"Private",NA,"Q1"
0.7449,"Public",6583,"Q1"
0.7028,"Public",13075,"Q1"
0.6913,"Public",11544,"Q1"
0.2999,"Public",6591,"Q1"
0.4732,"Public",5571,"Q1"
0.9459,"Public",11936,"Q1"
0.5848,"Private",NA,"Q1"
0.9311,"Private",NA,"Q1"
0.1843,"Private",NA,"Q1"
0.5196,"Public",21766,"Q1"
0.8216,"Public",8866,"Q1"
0.5917,"Private",NA,"Q1"
0.7967,"Public",7605,"Q1"
0.9709,"Public",8687,"Q1"
0.6651,"Private",NA,"Q1"
0.972,"Private",NA,"Q1"
0.7676,"Private",NA,"Q1"
0.8522,"Private",NA,"Q1"
0.876,"Private",NA,"Q1"
0.7214,"Private",NA,"Q1"
0.7323,"Private",NA,"Q1"
0.9286,"Private",NA,"Q1"
0.8208,"Public",10232,"Q1"
0.5523,"Public",6220,"Q1"
0.8371,"Public",8859,"Q1"
0.5696,"Private",NA,"Q1"
0.6452,"Private",NA,"Q1"
0.9091,"Private",NA,"Q1"
0.4091,"Private",NA,"Q1"
0.4267,"Public",8005,"Q1"
0.6905,"Private",NA,"Q1"
0.457,"Public",8413,"Q1"
0.6649,"Public",7598,"Q1"
0.7446,"Public",15307,"Q1"
0.7868,"Public",6395,"Q1"
0.8485,"Public",NA,"Q1"
0.8102,"Public",6462,"Q1"
0.4478,"Public",7032,"Q1"
0.1327,"Private",NA,"Q1"
0.7122,"Public",9004,"Q1"
0.5131,"Public",5462,"Q1"
0.7696,"Private",NA,"Q1"
0.851,"Public",7062,"Q1"
0.6892,"Private",NA,"Q1"
0.7887,"Private",NA,"Q1"
0.5556,"Private",NA,"Q1"
0.6769,"Private",NA,"Q1"
0.8423,"Private",NA,"Q1"
0.8114,"Private",NA,"Q1"
0.7018,"Private",NA,"Q1"
0.6992,"Private",NA,"Q1"
0.7656,"Private",NA,"Q1"
0.6621,"Private",NA,"Q1"
0.7269,"Private",NA,"Q1"
0.7561,"Private",NA,"Q1"
0.5745,"Private",NA,"Q1"
0.6119,"Private",NA,"Q1"
0.6839,"Private",NA,"Q1"
0.5397,"Private",NA,"Q1"
0.7515,"Private",NA,"Q1"
0.8194,"Private",NA,"Q1"
0.9899,"Public",6313,"Q1"
0.706,"Private",NA,"Q1"
0.8468,"Public",7952,"Q1"
0.7646,"Public",8765,"Q1"
0.8476,"Public",8404,"Q1"
0.72,"Public",9291,"Q1"
0.8134,"Public",8942,"Q1"
0.7547,"Public",6898,"Q1"
0.8927,"Public",9910,"Q1"
0.8927,"Public",9319,"Q1"
0.6792,"Public",8306,"Q1"
0.8608,"Public",12644,"Q1"
0.9647,"Public",9213,"Q1"
0.8663,"Public",9529,"Q1"
0.8285,"Public",9095,"Q1"
0.9569,"Public",8336,"Q1"
0.7368,"Private",NA,"Q1"
0.6496,"Private",NA,"Q1"
0.9762,"Public",2476,"Q1"
0.6742,"Public",6766,"Q1"
0.7154,"Public",1828,"Q1"
0.8602,"Public",3625,"Q1"
0.9241,"Public",2795,"Q1"
0.806,"Public",-1488,"Q1"
0.6976,"Private",NA,"Q1"
0.8642,"Private",NA,"Q1"
0.47,"Private",NA,"Q1"
0.4761,"Private",NA,"Q1"
0.3711,"Private",NA,"Q1"
0.5307,"Private",NA,"Q1"
0.7632,"Private",NA,"Q1"
0.7286,"Private",NA,"Q1"
0.4439,"Private",NA,"Q1"
0.9234,"Public",1403,"Q1"
0.5302,"Public",5850,"Q1"
0.2547,"Public",3338,"Q1"
0.8065,"Public",6133,"Q1"
0.8342,"Public",6441,"Q1"
0.4487,"Public",4986,"Q1"
0.4908,"Public",7657,"Q1"
0.725,"Public",8192,"Q1"
0.6398,"Public",7146,"Q1"
0.5248,"Public",2757,"Q1"
0.3186,"Private",NA,"Q1"
0.4706,"Private",NA,"Q1"
0.8889,"Private",NA,"Q1"
0.3056,"Private",NA,"Q1"
0.9782,"Public",10486,"Q1"
0.0569,"Private",NA,"Q1"
0.6042,"Public",7228,"Q1"
0.5,"Public",NA,"Q1"
0.5118,"Public",5832,"Q1"
0.6504,"Public",1887,"Q1"
0.9744,"Public",12963,"Q1"
0.5912,"Public",8616,"Q1"
0.8442,"Public",8698,"Q1"
0.9224,"Public",11055,"Q1"
0.59,"Public",15244,"Q1"
0.4304,"Public",11338,"Q1"
0.6251,"Public",8427,"Q1"
0.8281,"Private",NA,"Q1"
0.3022,"Public",21098,"Q1"
0.3005,"Private",NA,"Q1"
0.7526,"Private",NA,"Q1"
0.5,"Public",15070,"Q1"
0.7367,"Public",3803,"Q1"
0.8558,"Private",NA,"Q1"
0.625,"Public",8384,"Q1"
0.7568,"Public",6676,"Q1"
0.8523,"Public",5594,"Q1"
0.7815,"Private",NA,"Q1"
0.4783,"Private",NA,"Q1"
0.9781,"Private",NA,"Q1"
0.625,"Public",15007,"Q1"
0.3498,"Private",NA,"Q1"
0.8,"Private",NA,"Q1"
0.4676,"Public",7884,"Q1"
0.5769,"Public",15648,"Q1"
0.6081,"Public",10894,"Q1"
0.759,"Public",6489,"Q1"
0.444,"Public",5334,"Q1"
0.6973,"Private",NA,"Q1"
0.6496,"Private",NA,"Q1"
0.7222,"Public",12857,"Q1"
0.8571,"Public",14581,"Q1"
0.3077,"Public",8779,"Q1"
0.1364,"Public",15984,"Q1"
0.25,"Public",19960,"Q1"
0.7619,"Private",NA,"Q1"
0.1826,"Public",17465,"Q1"
0.7222,"Public",10588,"Q1"
0.75,"Public",10402,"Q1"
0.4677,"Public",15188,"Q1"
0.3261,"Public",NA,"Q1"
0.8625,"Public",17320,"Q1"
0.8581,"Public",12595,"Q1"
0.8909,"Public",23032,"Q1"
0.8095,"Private",NA,"Q1"
0.9344,"Public",15900,"Q1"
0.9032,"Public",8751,"Q1"
0.5,"Public",14263,"Q1"
0.7153,"Public",10790,"Q1"
0.3864,"Public",15205,"Q1"
0.5,"Public",12286,"Q1"
0.4348,"Public",6150,"Q1"
0.7479,"Public",8701,"Q1"
0.9944,"Private",NA,"Q1"
0.8472,"Private",NA,"Q1"
0.6667,"Public",15603,"Q1"
0.7368,"Private",NA,"Q1"
0.4479,"Public",14364,"Q1"
0.3529,"Public",12498,"Q1"
0.9574,"Public",10560,"Q1"
0.6579,"Public",10778,"Q1"
0.4207,"Public",5323,"Q1"
0.9,"Private",NA,"Q1"
0.375,"Private",NA,"Q1"
0.6838,"Private",NA,"Q1"
0.7848,"Private",NA,"Q1"
0.8587,"Private",NA,"Q1"
0.8929,"Private",NA,"Q1"
0.4737,"Public",6849,"Q1"
0.5037,"Public",9252,"Q1"
0.6443,"Public",10665,"Q1"
0.1685,"Private",NA,"Q1"
0.5201,"Private",NA,"Q1"
0.6667,"Private",NA,"Q1"
0.7551,"Public",8670,"Q1"
0.7808,"Private",NA,"Q1"
0.5961,"Private",NA,"Q1"
0.3074,"Private",NA,"Q1"
0.4401,"Public",8709,"Q1"
0.757,"Public",8557,"Q1"
0.6512,"Private",NA,"Q1"
0.4605,"Private",NA,"Q1"
0.5536,"Private",NA,"Q1"
0.8684,"Private",NA,"Q1"
0.3461,"Public",NA,"Q1"
0.7874,"Private",NA,"Q1"
0.766,"Private",NA,"Q1"
0.9767,"Private",NA,"Q1"
0.9143,"Private",NA,"Q1"
0.9815,"Private",NA,"Q1"
0.8814,"Private",NA,"Q1"
0.4714,"Private",NA,"Q1"
0.8815,"Private",NA,"Q1"
0.6154,"Private",NA,"Q1"
0.9333,"Private",NA,"Q1"
0.7138,"Public",17134,"Q1"
0.7143,"Public",9655,"Q1"
0.7059,"Private",NA,"Q1"
0.6102,"Public",12547,"Q1"
0.4103,"Public",1135,"Q1"
0.4486,"Public",7817,"Q1"
0.7647,"Private",NA,"Q1"
0.6102,"Public",14418,"Q1"
0.6343,"Public",10630,"Q1"
0.8989,"Public",16104,"Q3"
0.8673,"Public",16670,"Q3"
0.8062,"Public",19016,"Q3"
0.5125,"Public",11362,"Q3"
0.5655,"Public",21363,"Q3"
0.8371,"Public",14542,"Q3"
0.8274,"Public",18240,"Q3"
0.6422,"Private",NA,"Q3"
0.8326,"Public",18261,"Q3"
0.9957,"Public",15140,"Q3"
0.7125,"Private",NA,"Q3"
0.8729,"Public",15804,"Q3"
0.8092,"Public",11706,"Q3"
0.3435,"Private",NA,"Q3"
0.7697,"Private",NA,"Q3"
0.8604,"Public",15144,"Q3"
0.4627,"Private",NA,"Q3"
0.9615,"Private",NA,"Q3"
0.43,"Private",NA,"Q3"
0.6821,"Public",10193,"Q3"
0.3511,"Private",NA,"Q3"
0.4888,"Public",NA,"Q3"
0.8023,"Public",13292,"Q3"
0.7692,"Public",15096,"Q3"
0.7898,"Private",NA,"Q3"
0.9137,"Public",15636,"Q3"
0.5274,"Public",12016,"Q3"
0.5858,"Public",12995,"Q3"
0.277,"Public",9652,"Q3"
0.7551,"Public",11353,"Q3"
0.8503,"Public",10294,"Q3"
0.8615,"Private",NA,"Q3"
0.8997,"Public",10384,"Q3"
0.7628,"Private",NA,"Q3"
0.6221,"Public",9338,"Q3"
0.8039,"Private",NA,"Q3"
0.6982,"Private",NA,"Q3"
0.7011,"Private",NA,"Q3"
0.5838,"Public",8660,"Q3"
0.6081,"Public",8803,"Q3"
0.5736,"Public",7342,"Q3"
0.8167,"Private",NA,"Q3"
0.7985,"Private",NA,"Q3"
0.8321,"Private",NA,"Q3"
0.7286,"Private",NA,"Q3"
0.788,"Private",NA,"Q3"
0.8157,"Private",NA,"Q3"
0.1055,"Private",NA,"Q3"
0.4802,"Private",NA,"Q3"
0.3123,"Public",16235,"Q3"
0.4922,"Private",NA,"Q3"
0.6626,"Public",11693,"Q3"
0.7215,"Public",9415,"Q3"
0.5831,"Public",10210,"Q3"
0.5218,"Public",13505,"Q3"
0.7161,"Public",16525,"Q3"
0.5747,"Public",8070,"Q3"
0.5815,"Public",10354,"Q3"
0.4579,"Public",10150,"Q3"
0.6872,"Public",15315,"Q3"
0.3082,"Public",11590,"Q3"
0.6752,"Public",10189,"Q3"
0.4624,"Public",15435,"Q3"
0.6968,"Public",13019,"Q3"
0.18,"Public",13944,"Q3"
0.4521,"Public",13956,"Q3"
