"YearType","Year","OrganizationGroupCode","OrganizationGroup","DepartmentCode","Department","UnionCode","Union","JobFamilyCode","JobFamily","JobCode","Job","EmployeeIdentifier","Salaries","Overtime","OtherSalaries","TotalSalary","Retirement","HealthDental","OtherBenefits","TotalBenefits","TotalCompensation"
"Calendar",2016,2,"Public Works, Transportation & Commerce","AIR","Airport Commission",790,"SEIU - Miscellaneous, Local 1021","2700","Housekeeping & Laundry","2708","Custodian",24088,3791,0,278.88,4069.88,713.1,874.59,331.93,1919.62,5989.5
"Calendar",2016,2,"Public Works, Transportation & Commerce","DPW","General Services Agency - Public Works",21,"Prof & Tech Engineers - Miscellaneous, Local 21","5300","Sub-Professional Engineering","5312","Survey Assistant II",9656,91743.7,345.06,0,92088.76,16901.58,13890.57,7285.27,38077.42,130166.18
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",790,"SEIU - Miscellaneous, Local 1021","1400","Clerical, Secretarial & Steno","1404","Clerk",33313,4535,0,0,4535,936.02,1286.15,379.48,2601.65,7136.65
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H002","Firefighter",43377,117712.94,20807.78,27558.94,166079.66,25153.87,16759.46,2792.8,44706.13,210785.79
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",14533,74742.49,12461.69,3118.05,90322.23,15370.78,15058.9,6689.13,37118.81,127441.04
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",41908,6955.55,0,250,7205.55,1585.22,1401.91,484.99,3472.12,10677.67
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",NA,NA,NA,NA,"3278","Recreation Facility Assistant",49819,22416.43,0,193.6,22610.03,4740.45,8366.45,1801.75,14908.65,37518.68
"Calendar",2016,6,"General Administration & Finance","REG","Elections",790,"SEIU - Miscellaneous, Local 1021","1400","Clerical, Secretarial & Steno","1402","Junior Clerk",389,515.42,0,0,515.42,0,159.16,40,199.16,714.58
"Calendar",2016,1,"Public Protection","ECD","Department of Emergency Management",790,"SEIU - Miscellaneous, Local 1021","8200","Protection & Apprehension","8238","Public Safetycomm Disp",38144,101163.16,17004,10181.14,128348.3,19882.37,13864.77,10308.8,44055.94,172404.24
"Calendar",2016,4,"Community Health","DPH","Public Health",351,"Municipal Executive Association - Miscellaneous","0900","Management","0931","Manager III",28184,59448.8,0,0,59448.8,10552.19,5144.62,11115.04,26811.85,86260.65
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","3200","Recreation","3264","Camp Assistant",22009,4502.7,143.52,129.86,4776.08,0,2247.56,370.7,2618.26,7394.34
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",13006,3412.09,0,250,3662.09,801.21,694.08,270,1765.29,5427.38
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q004","Police Officer 3",15548,47951.4,0,0,47951.4,0,6668.72,3721.79,10390.51,58341.91
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","3200","Recreation","3279","Recreation Leader",21643,647.06,0,1.97,649.03,0,168.82,50.38,219.2,868.23
"Calendar",2016,2,"Public Works, Transportation & Commerce","PUC","PUC Public Utilities Commission",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1000","Information Systems","1043","IS Engineer-Senior",48980,73002.8,0,27836.66,100839.46,13235.44,7151.04,8143.86,28530.34,129369.8
"Calendar",2016,2,"Public Works, Transportation & Commerce","CWP","PUC Wastewater Enterprise",21,"Prof & Tech Engineers - Miscellaneous, Local 21","6100","Health & Sanitation Inspection","6116","Sprv Wastewater Cont Inspector",45980,125895.84,8516.15,390.24,134802.23,22588.99,13890.49,10381.76,46861.24,181663.47
"Calendar",2016,1,"Public Protection","PDR","Public Defender",1,"Miscellaneous Unrepresented Employees","8400","Probation & Parole","8446","Court Alternative Specialist 1",39740,76198.9,0,1080,77278.9,14236.78,13890.5,6063.8,34191.08,111469.98
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters Unit 1, Local 798","H000","Fire Services","H008","EMT Paramedic",52142,4702.65,0,0,4702.65,0,688.1,364.99,1053.09,5755.74
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","2700","Housekeeping & Laundry","2716","Custodial Assistant Supervisor",15733,67292.91,3253.78,1143.4,71690.09,12572.72,13890.5,5940.99,32404.21,104094.3
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","1400","Clerical, Secretarial & Steno","1408","Principal Clerk",47813,80207.27,433.99,648,81289.26,14895.84,13890.5,6752.97,35539.31,116828.57
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2300","Nursing","2303","Patient Care Assistant",5344,52254.53,0,2692.15,54946.68,11125.95,13452.36,4177.92,28756.23,83702.91
"Calendar",2016,4,"Community Health","DPH","Public Health",858,"Teamsters - Supervising Nurses, Local 856","2300","Nursing","2322","Nurse Manager",17698,190897.5,3296.26,0,194193.76,34249.57,13890.49,11495.1,59635.16,253828.92
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","3200","Recreation","3208","Pool Lifeguard",42875,343.18,0,5.92,349.1,0,118.97,27.09,146.06,495.16
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","1600","Payroll, Billing & Accounting","1222","Sr Payroll & Personnel Clerk",11394,9142,105.71,0,9247.71,1666.58,1543.39,779.55,3989.52,13237.23
"Calendar",2016,4,"Community Health","DPH","Public Health",250,"SEIU - Health Workers, Local 1021","2300","Nursing","2303","Patient Care Assistant",17606,34927.2,2822.84,11666.11,49416.15,6564.52,6482.23,3895.11,16941.86,66358.01
"Calendar",2016,2,"Public Works, Transportation & Commerce","WTR","PUC Water Department",21,"Prof & Tech Engineers - Miscellaneous, Local 21","5300","Sub-Professional Engineering","5314","Survey Associate",31869,105640.73,0,0,105640.73,19461.7,13890.5,7879.72,41231.92,146872.65
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2320","Registered Nurse",49034,114596.82,1585.04,26747.21,142929.07,23768.99,12248.07,10561.09,46578.15,189507.22
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q004","Police Officer 3",20203,109252.79,23954.51,7022.13,140229.43,19168.35,11832.64,2342.53,33343.52,173572.95
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",21,"Prof & Tech Engineers - Miscellaneous, Local 21","1800","Budget, Admn & Stats Analysis","1824","Pr Administrative Analyst",10651,120672.1,0,0,120672.1,21941,13890.5,9757.79,45589.29,166261.39
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",21,"Prof & Tech Engineers - Miscellaneous, Local 21","5200","Professional Engineering","5211","Eng/Arch/Landscape Arch Sr",54520,157774.1,0,0,157774.1,28284.6,12861.58,10124.81,51270.99,209045.09
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",790,"SEIU - Miscellaneous, Local 1021","3200","Recreation","3279","Recreation Leader",1904,4068.37,0,95.83,4164.2,0,1385.83,323.2,1709.03,5873.23
"Calendar",2016,1,"Public Protection","FIR","Fire Department",21,"Prof & Tech Engineers - Miscellaneous, Local 21","6200","Public Safety Inspection","6281","Fire Safety Inspector 2",42067,142413,22649.88,8544.78,173607.66,27086.96,13890.5,11203.8,52181.26,225788.92
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","0382","Inspector 3",777,146111.03,6096.62,3870.95,156078.6,26170.38,13890.5,2417.49,42478.37,198556.97
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","2900","Human Services","2931","Marriage, Family & Child Cnslr",22136,100908.07,0,800,101708.07,18737.39,13890.5,8391.09,41018.98,142727.05
"Calendar",2016,3,"Human Welfare & Neighborhood Development","DSS","Human Services",1,"Miscellaneous Unrepresented Employees","9900","Public Service Aide","9916","Public Svc Aide-Public Works",50251,3636.73,0,107.67,3744.4,0,1607.7,306.63,1914.33,5658.73
"Calendar",2016,1,"Public Protection","ECD","Department of Emergency Management",790,"SEIU - Miscellaneous, Local 1021","1600","Payroll, Billing & Accounting","1222","Sr Payroll & Personnel Clerk",24790,81600.4,111.15,0,81711.55,15031.97,13791.79,6532.29,35356.05,117067.6
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","P103","Special Nurse",32876,31363.18,155.95,6704.64,38223.77,0,2405.11,1974.54,4379.65,42603.42
"Calendar",2016,1,"Public Protection","FIR","Fire Department",798,"Firefighters - Miscellaneous, Local 798","H000","Fire Services","H003","EMT/Paramedic/Firefighter",18226,72523.15,8596.09,3377.07,84496.31,13805.44,13894.8,1415.06,29115.3,113611.61
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",200,"Transportation Workers, Local 200","9100","Street Transit","9139","Transit Supervisor",47558,99023.1,48559.3,9413.18,156995.58,18931.89,13941.94,10871.78,43745.61,200741.19
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2328","Nurse Practitioner",14790,210456.43,663.87,250,211370.3,37758.56,13890.5,11808.71,63457.77,274828.07
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q051","Sergeant 2",33928,144260.35,3417.49,20635.6,168313.44,25333.69,13890.5,2822.43,42046.62,210360.06
"Calendar",2016,1,"Public Protection","POL","Police",911,"Police Officers' Association","Q000","Police Services","Q003","Police Officer 2",41333,122899.95,9733.62,14819.52,147453.09,21605.72,13826.19,2455.79,37887.7,185340.79
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2328","Nurse Practitioner",23286,117328.31,0,250,117578.31,21051.38,8166.45,9464.4,38682.23,156260.54
"Calendar",2016,2,"Public Works, Transportation & Commerce","MTA","Municipal Transportation Agency",253,"Transport Workers - Transit Operators, Local 250-A","9100","Street Transit","9163","Transit Operator",48235,26304.94,13725.16,1680.6,41710.7,6521.13,5377.61,3242.59,15141.33,56852.03
"Calendar",2016,6,"General Administration & Finance","CAT","City Attorney",311,"Municipal Attorneys' Association","8100","Legal & Court","8177","Attorney (Civil/Criminal)",40471,116930.17,0,1500,118430.17,21290.78,11755.48,9468.05,42514.31,160944.48
"Calendar",2016,4,"Community Health","DPH","Public Health",535,"SEIU - Human Services, Local 1021","2900","Human Services","2903","Eligibility Worker",25484,72745.3,29370.36,2277,104392.66,13798.42,13890.49,8454.96,36143.87,140536.53
"Calendar",2016,1,"Public Protection","ECD","Department of Emergency Management",21,"Prof & Tech Engineers - Miscellaneous, Local 21","8600","Emergency Services","8603","Emergency Services Coord III",2980,75569.95,0,12875.4,88445.35,13979.07,9929.14,7058.84,30967.05,119412.4
"Calendar",2016,4,"Community Health","DPH","Public Health",791,"SEIU - Staff and Per Diem Nurses, Local 1021","2300","Nursing","2320","Registered Nurse",32627,162503.36,0,32404.53,194907.89,33433.71,13890.5,11562.07,58886.28,253794.17
"Calendar",2016,4,"Community Health","DPH","Public Health",790,"SEIU - Miscellaneous, Local 1021","2900","Human Services","2930","Psychiatric Social Worker",13479,75669.9,0,0,75669.9,13941.46,10417.87,5939.52,30298.85,105968.75
"Calendar",2016,2,"Public Works, Transportation & Commerce","HHP","PUC Hetch Hetchy",790,"SEIU - Miscellaneous, Local 1021","1600","Payroll, Billing & Accounting","1222","Sr Payroll & Personnel Clerk",4251,17982.01,0,0,17982.01,3346.44,3086.78,1446.47,7879.69,25861.7
"Calendar",2016,5,"Culture & Recreation","REC","Recreation and Park Commission",3,"Operating Engineers - Miscellaneous, Local 3","7300","Journeyman Trade","7328","Operating Engineer, Universal",50470,102120,6945.27,905.83,109971.1,18813.2,13839.05,8597.34,41249.59,151220.69
